shipment_id,warehouse_id,date,destination_region,delivery_days,sla_days,weight_kg,carrier,status,on_time
SH004049,WH04,2023-08-10,Nordeste,12,5,13.02,Azul Cargo,Entregue,0
SH004050,WH02,2023-09-05,Centro-Oeste,5,10,36.29,Jadlog,Atrasado,1
SH004051,WH12,2024-01-07,Norte,7,3,12.05,Jadlog,Entregue,0
SH004052,WH08,2024-04-03,Norte,6,3,2.4,Jadlog,Em trânsito,0
SH004053,WH04,2024-04-07,Centro-Oeste,3,5,28.53,Correios,Entregue,1
SH004054,WH08,2024-01-05,Norte,1,10,25.44,Total Express,Entregue,1
SH004055,WH09,2024-01-03,Norte,12,10,6.28,Total Express,Atrasado,0
SH004056,WH11,2024-03-14,Norte,2,7,8.87,Total Express,Atrasado,1
SH004057,WH04,2023-01-14,Norte,6,10,8.3,Correios,Entregue,1
SH004058,WH08,2024-06-21,Sudeste,5,7,6.97,Total Express,Entregue,1
SH004059,WH04,2023-01-05,Sudeste,7,5,4.8,Azul Cargo,Entregue,0
SH004060,WH08,2023-07-23,Nordeste,6,10,51.96,Jadlog,Entregue,1
SH004061,WH01,2024-06-24,Sul,3,5,28.66,Jadlog,Entregue,1
SH004062,WH02,2024-03-12,Sudeste,9,10,4.87,Total Express,Entregue,1
SH004063,WH12,2023-03-21,Sul,12,7,11.43,Correios,Entregue,0
SH004064,WH12,2023-12-06,Centro-Oeste,5,7,1.07,Jadlog,Entregue,1
SH004065,WH10,2024-04-23,Centro-Oeste,11,10,16.41,Azul Cargo,Entregue,0
SH004066,WH03,2023-03-16,Centro-Oeste,7,5,22.27,Azul Cargo,Em trânsito,0
SH004067,WH02,2024-03-20,Sul,14,10,7.55,Jadlog,Entregue,0
SH004068,WH10,2024-06-27,Centro-Oeste,14,10,0.95,Jadlog,Em trânsito,0
SH004069,WH08,2023-08-28,Nordeste,5,7,10.48,Azul Cargo,Atrasado,1
SH004070,WH10,2024-04-15,Sul,11,5,0.68,Total Express,Entregue,0
SH004071,WH12,2023-07-19,Nordeste,3,10,20.31,Correios,Entregue,1
SH004072,WH11,2024-01-21,Nordeste,5,7,10.55,Azul Cargo,Em trânsito,1
SH004073,WH09,2024-02-15,Norte,7,5,24.56,Jadlog,Atrasado,0
SH004074,WH09,2023-10-24,Nordeste,8,3,5.72,Jadlog,Entregue,0
SH004075,WH01,2024-01-03,Sudeste,7,3,3.45,Azul Cargo,Atrasado,0
SH004076,WH09,2024-02-01,Nordeste,5,10,33.5,Total Express,Entregue,1
SH004077,WH08,2024-04-23,Centro-Oeste,3,7,27.73,Jadlog,Entregue,1
SH004078,WH08,2024-04-22,Norte,6,3,0.82,Jadlog,Entregue,0
SH004079,WH03,2023-05-28,Sul,10,10,23.88,Total Express,Extraviado,1
SH004080,WH08,2023-12-22,Nordeste,9,7,31.58,Total Express,Entregue,0
SH004081,WH02,2023-12-08,Norte,9,10,7.24,Jadlog,Entregue,1
SH004082,WH02,2024-05-29,Nordeste,12,10,26.79,Total Express,Entregue,0
SH004083,WH04,2024-01-24,Nordeste,6,10,7.11,Azul Cargo,Entregue,1
SH004084,WH07,2023-03-10,Centro-Oeste,7,7,0.71,Azul Cargo,Entregue,1
SH004085,WH12,2024-03-02,Sudeste,7,5,9.49,Correios,Extraviado,0
SH004086,WH04,2024-04-06,Norte,5,10,32.99,Correios,Entregue,1
SH004087,WH02,2024-05-11,Norte,11,7,9.17,Azul Cargo,Entregue,0
SH004088,WH05,2023-06-16,Nordeste,14,3,1.8,Jadlog,Entregue,0
SH004089,WH08,2024-06-02,Norte,11,3,6.95,Jadlog,Atrasado,0
SH004090,WH07,2023-05-02,Sul,8,5,1.35,Jadlog,Entregue,0
SH004091,WH07,2023-07-25,Sul,3,5,10.56,Total Express,Entregue,1
SH004092,WH09,2024-03-12,Nordeste,6,5,11.76,Jadlog,Entregue,0
SH004093,WH12,2024-06-29,Norte,1,10,13.09,Azul Cargo,Em trânsito,1
SH004094,WH05,2023-10-13,Nordeste,12,3,0.65,Azul Cargo,Entregue,0
SH004095,WH04,2024-02-01,Sul,4,7,22.62,Correios,Entregue,1
SH004096,WH10,2024-01-10,Norte,8,10,29.83,Correios,Entregue,1
SH004097,WH11,2024-01-06,Sudeste,11,3,4.06,Total Express,Entregue,0
SH004098,WH12,2024-05-19,Nordeste,11,3,18.34,Total Express,Entregue,0
SH004099,WH09,2023-04-01,Sul,11,5,7.93,Total Express,Em trânsito,0
SH004100,WH11,2023-01-18,Sul,3,10,9.09,Total Express,Entregue,1
SH004101,WH11,2023-03-29,Sudeste,4,7,3.34,Correios,Entregue,1
SH004102,WH11,2023-12-25,Nordeste,13,5,27.02,Jadlog,Entregue,0
SH004103,WH01,2023-10-09,Centro-Oeste,4,3,38.14,Jadlog,Entregue,0
SH004104,WH06,2023-06-11,Centro-Oeste,3,3,12.76,Total Express,Entregue,1
SH004105,WH11,2024-02-09,Sul,2,10,1.97,Jadlog,Entregue,1
SH004106,WH03,2024-06-23,Centro-Oeste,13,7,9.18,Jadlog,Entregue,0
SH004107,WH06,2023-09-18,Sul,2,10,4.32,Correios,Entregue,1
SH004108,WH07,2023-12-28,Centro-Oeste,7,7,7.19,Correios,Atrasado,1
SH004109,WH01,2023-06-11,Sul,1,7,13.47,Azul Cargo,Entregue,1
SH004110,WH06,2023-03-28,Norte,3,3,0.88,Azul Cargo,Entregue,1
SH004111,WH08,2023-11-07,Sudeste,6,3,2.73,Total Express,Entregue,0
SH004112,WH05,2024-02-15,Sul,10,5,16.63,Correios,Entregue,0
SH004113,WH05,2023-05-03,Centro-Oeste,11,7,0.47,Total Express,Entregue,0
SH004114,WH07,2023-11-30,Nordeste,3,10,11.05,Total Express,Em trânsito,1
SH004115,WH08,2023-12-06,Centro-Oeste,1,3,3.73,Correios,Entregue,1
SH004116,WH07,2023-02-10,Sudeste,13,10,27.93,Jadlog,Entregue,0
SH004117,WH03,2023-03-14,Centro-Oeste,3,7,21.48,Correios,Entregue,1
SH004118,WH06,2023-03-12,Centro-Oeste,13,10,30.21,Jadlog,Em trânsito,0
SH004119,WH09,2023-07-15,Nordeste,4,10,1.18,Azul Cargo,Entregue,1
SH004120,WH02,2024-03-22,Sul,1,7,62.92,Total Express,Entregue,1
SH004121,WH09,2023-11-27,Norte,4,5,1.86,Total Express,Entregue,1
SH004122,WH03,2023-08-08,Nordeste,9,10,24.49,Azul Cargo,Entregue,1
SH004123,WH03,2023-07-02,Sudeste,10,5,5.66,Total Express,Entregue,0
SH004124,WH10,2023-06-26,Nordeste,2,7,37.24,Azul Cargo,Entregue,1
SH004125,WH02,2024-04-19,Sul,3,10,0.01,Correios,Entregue,1
SH004126,WH03,2023-12-26,Sudeste,5,5,14.02,Correios,Em trânsito,1
SH004127,WH07,2024-04-09,Norte,6,3,65.28,Total Express,Entregue,0
SH004128,WH03,2023-08-23,Norte,5,7,14.2,Azul Cargo,Entregue,1
SH004129,WH01,2024-03-12,Centro-Oeste,8,3,14.71,Azul Cargo,Entregue,0
SH004130,WH04,2023-05-20,Centro-Oeste,5,3,13.2,Azul Cargo,Entregue,0
SH004131,WH07,2024-05-02,Sudeste,14,3,46.57,Azul Cargo,Entregue,0
SH004132,WH06,2023-10-12,Norte,5,3,15.17,Total Express,Entregue,0
SH004133,WH12,2023-11-24,Sul,1,5,8.24,Total Express,Em trânsito,1
SH004134,WH12,2023-02-20,Sudeste,6,7,3.42,Azul Cargo,Entregue,1
SH004135,WH10,2024-04-22,Centro-Oeste,11,7,18.01,Azul Cargo,Em trânsito,0
SH004136,WH03,2023-10-13,Centro-Oeste,7,7,2.11,Total Express,Entregue,1
SH004137,WH01,2023-11-16,Centro-Oeste,5,5,0.77,Total Express,Entregue,1
SH004138,WH08,2023-06-28,Nordeste,3,5,17.28,Total Express,Em trânsito,1
SH004139,WH02,2023-05-12,Norte,11,3,5.52,Jadlog,Entregue,0
SH004140,WH05,2023-07-19,Nordeste,13,3,2.86,Total Express,Entregue,0
SH004141,WH03,2024-03-20,Sudeste,7,10,17.48,Correios,Em trânsito,1
SH004142,WH04,2023-11-11,Nordeste,11,7,24.27,Jadlog,Atrasado,0
SH004143,WH03,2023-03-14,Norte,8,10,1.34,Jadlog,Entregue,1
SH004144,WH03,2023-01-02,Sudeste,14,5,6.43,Correios,Entregue,0
SH004145,WH03,2023-01-21,Norte,9,10,0.29,Total Express,Entregue,1
SH004146,WH10,2024-04-06,Norte,7,3,21.1,Jadlog,Em trânsito,0
SH004147,WH11,2023-12-16,Sul,3,5,0.1,Azul Cargo,Entregue,1
SH004148,WH11,2023-04-25,Sul,5,5,5.94,Jadlog,Entregue,1
SH004149,WH08,2024-01-06,Sul,7,3,27.96,Total Express,Entregue,0
SH004150,WH11,2023-01-17,Centro-Oeste,6,3,10.51,Azul Cargo,Entregue,0
SH004151,WH01,2023-10-16,Nordeste,6,7,19.48,Correios,Entregue,1
SH004152,WH02,2023-11-27,Sul,3,3,1.74,Correios,Em trânsito,1
SH004153,WH02,2024-05-18,Sudeste,11,10,1.46,Azul Cargo,Entregue,0
SH004154,WH09,2023-02-11,Centro-Oeste,5,10,5.25,Jadlog,Em trânsito,1
SH004155,WH07,2023-08-17,Sul,8,7,13.42,Azul Cargo,Entregue,0
SH004156,WH10,2023-05-12,Nordeste,9,3,2.14,Jadlog,Entregue,0
SH004157,WH07,2024-05-01,Centro-Oeste,13,10,0.81,Correios,Entregue,0
SH004158,WH08,2023-05-19,Centro-Oeste,2,10,44.67,Total Express,Em trânsito,1
SH004159,WH02,2023-05-29,Sudeste,2,3,4.12,Azul Cargo,Atrasado,1
SH004160,WH10,2024-01-23,Norte,3,7,11.75,Total Express,Atrasado,1
SH004161,WH11,2023-08-27,Sudeste,12,3,12.93,Total Express,Entregue,0
SH004162,WH01,2023-09-26,Nordeste,7,3,0.47,Total Express,Entregue,0
SH004163,WH12,2023-10-14,Nordeste,10,10,10.01,Total Express,Entregue,1
SH004164,WH06,2024-01-23,Nordeste,2,10,2.68,Jadlog,Entregue,1
SH004165,WH03,2023-09-12,Centro-Oeste,10,10,1.13,Jadlog,Em trânsito,1
SH004166,WH02,2023-09-29,Nordeste,4,7,6.07,Azul Cargo,Em trânsito,1
SH004167,WH03,2023-04-14,Sudeste,8,10,18.89,Jadlog,Extraviado,1
SH004168,WH04,2023-02-18,Centro-Oeste,4,3,41.71,Jadlog,Entregue,0
SH004169,WH05,2023-10-25,Sudeste,1,7,8.2,Jadlog,Entregue,1
SH004170,WH10,2023-12-08,Sul,4,3,26.22,Azul Cargo,Entregue,0
SH004171,WH10,2023-11-08,Sul,7,10,34.85,Jadlog,Entregue,1
SH004172,WH04,2024-04-22,Sul,9,7,7.02,Jadlog,Entregue,0
SH004173,WH08,2024-05-14,Sudeste,13,7,1.88,Azul Cargo,Entregue,0
SH004174,WH06,2023-08-22,Norte,8,5,4.45,Correios,Entregue,0
SH004175,WH07,2023-10-31,Sudeste,6,10,5.88,Total Express,Entregue,1
SH004176,WH04,2023-11-15,Sul,6,7,7.27,Jadlog,Entregue,1
SH004177,WH12,2024-06-18,Norte,9,5,12.42,Total Express,Em trânsito,0
SH004178,WH07,2024-01-01,Centro-Oeste,8,5,12.43,Total Express,Entregue,0
SH004179,WH05,2023-10-28,Nordeste,1,3,9.4,Azul Cargo,Atrasado,1
SH004180,WH11,2023-01-03,Norte,2,5,3.11,Correios,Extraviado,1
SH004181,WH12,2023-09-04,Sul,8,7,5.42,Total Express,Entregue,0
SH004182,WH02,2023-09-21,Norte,3,7,6.4,Azul Cargo,Entregue,1
SH004183,WH09,2024-05-01,Nordeste,2,3,13.08,Correios,Entregue,1
SH004184,WH02,2024-05-30,Centro-Oeste,10,3,1.83,Azul Cargo,Entregue,0
SH004185,WH12,2023-08-07,Sudeste,5,5,3.32,Total Express,Atrasado,1
SH004186,WH02,2023-11-25,Norte,14,7,4.01,Azul Cargo,Entregue,0
SH004187,WH03,2023-04-23,Sul,1,3,8.77,Jadlog,Entregue,1
SH004188,WH04,2023-08-18,Nordeste,1,10,17.0,Azul Cargo,Atrasado,1
SH004189,WH07,2024-01-29,Norte,10,5,22.32,Total Express,Entregue,0
SH004190,WH05,2023-08-13,Norte,6,3,16.27,Correios,Atrasado,0
SH004191,WH07,2024-01-11,Norte,4,5,16.55,Total Express,Entregue,1
SH004192,WH01,2023-05-26,Sul,8,3,3.31,Azul Cargo,Entregue,0
SH004193,WH04,2023-10-10,Norte,3,3,25.93,Azul Cargo,Entregue,1
SH004194,WH02,2023-03-15,Norte,10,7,0.65,Total Express,Entregue,0
SH004195,WH06,2023-10-23,Centro-Oeste,3,10,9.32,Jadlog,Entregue,1
SH004196,WH02,2023-04-14,Sul,8,3,1.11,Azul Cargo,Entregue,0
SH004197,WH04,2023-05-08,Norte,2,5,11.02,Total Express,Entregue,1
SH004198,WH05,2023-12-06,Nordeste,2,3,0.58,Correios,Atrasado,1
SH004199,WH08,2024-04-07,Sudeste,13,5,12.29,Total Express,Atrasado,0
SH004200,WH05,2024-05-12,Sudeste,7,7,0.41,Azul Cargo,Entregue,1
SH004201,WH12,2024-02-17,Centro-Oeste,10,3,2.17,Azul Cargo,Entregue,0
SH004202,WH02,2024-01-29,Sul,4,10,16.8,Azul Cargo,Entregue,1
SH004203,WH10,2023-02-19,Nordeste,4,3,4.33,Correios,Atrasado,0
SH004204,WH08,2023-09-11,Sul,14,3,25.86,Jadlog,Atrasado,0
SH004205,WH08,2024-06-04,Sudeste,7,5,1.24,Jadlog,Atrasado,0
SH004206,WH10,2023-12-10,Nordeste,9,5,9.07,Jadlog,Entregue,0
SH004207,WH01,2023-08-17,Sudeste,14,5,31.21,Azul Cargo,Entregue,0
SH004208,WH09,2023-07-30,Sudeste,10,7,6.4,Jadlog,Entregue,0
SH004209,WH08,2024-06-24,Sul,14,10,4.77,Total Express,Entregue,0
SH004210,WH01,2023-02-20,Norte,1,7,40.57,Jadlog,Entregue,1
SH004211,WH09,2023-11-05,Centro-Oeste,9,10,6.62,Jadlog,Em trânsito,1
SH004212,WH11,2023-06-17,Nordeste,8,10,14.4,Total Express,Entregue,1
SH004213,WH09,2024-03-23,Centro-Oeste,3,7,30.3,Azul Cargo,Entregue,1
SH004214,WH08,2023-11-11,Nordeste,6,7,0.13,Azul Cargo,Entregue,1
SH004215,WH11,2023-04-06,Sudeste,5,3,10.11,Correios,Atrasado,0
SH004216,WH10,2024-01-12,Nordeste,6,3,15.0,Total Express,Entregue,0
SH004217,WH07,2023-08-16,Nordeste,3,5,6.52,Azul Cargo,Entregue,1
SH004218,WH06,2023-02-07,Sul,12,5,13.41,Total Express,Entregue,0
SH004219,WH05,2023-07-01,Centro-Oeste,3,7,19.7,Total Express,Entregue,1
SH004220,WH06,2023-12-31,Centro-Oeste,5,7,4.55,Total Express,Entregue,1
SH004221,WH01,2024-05-13,Nordeste,4,10,4.68,Correios,Entregue,1
SH004222,WH01,2024-06-30,Norte,3,10,1.1,Correios,Entregue,1
SH004223,WH09,2023-08-15,Norte,13,10,37.22,Total Express,Entregue,0
SH004224,WH06,2023-12-04,Centro-Oeste,2,7,0.4,Total Express,Em trânsito,1
SH004225,WH03,2023-11-14,Nordeste,10,3,7.63,Jadlog,Entregue,0
SH004226,WH09,2023-02-11,Centro-Oeste,1,7,9.13,Jadlog,Entregue,1
SH004227,WH03,2023-08-23,Sul,8,10,1.82,Jadlog,Entregue,1
SH004228,WH09,2023-05-23,Sudeste,3,5,8.08,Total Express,Entregue,1
SH004229,WH05,2024-06-15,Sul,4,7,4.19,Correios,Entregue,1
SH004230,WH01,2023-07-04,Sudeste,1,7,19.47,Total Express,Entregue,1
SH004231,WH11,2024-02-06,Nordeste,6,5,20.79,Azul Cargo,Entregue,0
SH004232,WH05,2023-11-20,Nordeste,11,7,6.8,Jadlog,Entregue,0
SH004233,WH10,2023-01-28,Sul,6,7,6.84,Total Express,Entregue,1
SH004234,WH02,2023-09-27,Sul,4,5,0.95,Azul Cargo,Entregue,1
SH004235,WH02,2023-09-10,Norte,2,5,5.3,Azul Cargo,Entregue,1
SH004236,WH01,2023-09-07,Sul,8,7,6.24,Jadlog,Entregue,0
SH004237,WH10,2024-01-05,Centro-Oeste,1,5,7.1,Total Express,Entregue,1
SH004238,WH04,2023-10-21,Sudeste,4,3,7.24,Total Express,Entregue,0
SH004239,WH04,2023-12-25,Norte,11,5,1.16,Jadlog,Atrasado,0
SH004240,WH05,2023-07-17,Centro-Oeste,9,10,2.14,Azul Cargo,Entregue,1
SH004241,WH04,2023-07-08,Centro-Oeste,4,7,6.83,Total Express,Entregue,1
SH004242,WH02,2023-06-03,Sul,3,5,5.71,Total Express,Entregue,1
SH004243,WH05,2023-08-08,Norte,14,3,1.84,Azul Cargo,Extraviado,0
SH004244,WH08,2024-04-05,Nordeste,4,5,12.55,Jadlog,Atrasado,1
SH004245,WH06,2023-06-23,Nordeste,1,10,1.5,Total Express,Entregue,1
SH004246,WH05,2023-07-29,Sul,11,10,0.06,Correios,Em trânsito,0
SH004247,WH07,2023-06-01,Sudeste,13,7,11.38,Jadlog,Entregue,0
SH004248,WH01,2023-12-16,Sul,9,3,1.04,Azul Cargo,Entregue,0
SH004249,WH06,2023-05-18,Sudeste,12,3,0.75,Azul Cargo,Em trânsito,0
SH004250,WH02,2023-07-06,Centro-Oeste,13,3,1.08,Total Express,Entregue,0
SH004251,WH05,2024-01-11,Norte,11,7,33.05,Total Express,Entregue,0
SH004252,WH10,2024-01-27,Nordeste,10,5,1.34,Total Express,Em trânsito,0
SH004253,WH04,2023-09-04,Centro-Oeste,8,3,21.92,Correios,Entregue,0
SH004254,WH12,2024-06-17,Sul,8,5,17.98,Jadlog,Entregue,0
SH004255,WH07,2024-03-16,Norte,4,5,22.08,Azul Cargo,Entregue,1
SH004256,WH09,2024-03-11,Nordeste,14,10,11.15,Jadlog,Entregue,0
SH004257,WH09,2023-10-31,Centro-Oeste,4,5,2.02,Total Express,Entregue,1
SH004258,WH10,2023-04-30,Sul,1,7,17.68,Azul Cargo,Entregue,1
SH004259,WH01,2023-03-29,Sudeste,8,7,10.0,Total Express,Em trânsito,0
SH004260,WH07,2024-02-10,Norte,10,7,10.08,Jadlog,Entregue,0
SH004261,WH07,2024-03-08,Sudeste,9,10,11.26,Correios,Entregue,1
SH004262,WH05,2024-04-20,Norte,8,5,1.93,Azul Cargo,Entregue,0
SH004263,WH08,2023-05-29,Sudeste,7,10,4.13,Correios,Atrasado,1
SH004264,WH10,2024-05-22,Centro-Oeste,13,10,60.42,Correios,Entregue,0
SH004265,WH04,2023-10-09,Nordeste,10,5,24.81,Jadlog,Entregue,0
SH004266,WH11,2024-04-27,Sul,2,7,5.34,Correios,Em trânsito,1
SH004267,WH01,2023-09-28,Nordeste,9,7,51.69,Jadlog,Entregue,0
SH004268,WH04,2024-01-20,Norte,10,10,0.87,Correios,Entregue,1
SH004269,WH11,2024-03-11,Sudeste,12,7,5.15,Azul Cargo,Entregue,0
SH004270,WH02,2024-04-18,Nordeste,3,5,9.72,Correios,Entregue,1
SH004271,WH03,2024-05-23,Sul,6,3,11.64,Total Express,Entregue,0
SH004272,WH04,2024-01-29,Sul,1,5,19.63,Jadlog,Em trânsito,1
SH004273,WH07,2023-05-06,Nordeste,13,7,16.01,Correios,Extraviado,0
SH004274,WH12,2023-06-25,Sudeste,6,3,13.98,Jadlog,Atrasado,0
SH004275,WH09,2023-09-06,Norte,9,5,43.96,Total Express,Entregue,0
SH004276,WH04,2024-05-27,Centro-Oeste,1,10,10.95,Total Express,Entregue,1
SH004277,WH02,2023-11-28,Sudeste,13,5,0.08,Total Express,Entregue,0
SH004278,WH10,2024-01-17,Centro-Oeste,5,10,11.51,Total Express,Entregue,1
SH004279,WH10,2023-01-24,Nordeste,5,7,17.07,Azul Cargo,Entregue,1
SH004280,WH04,2024-05-05,Nordeste,11,3,30.03,Correios,Atrasado,0
SH004281,WH08,2024-01-05,Nordeste,5,5,5.98,Total Express,Atrasado,1
SH004282,WH11,2024-03-21,Norte,13,5,0.64,Total Express,Entregue,0
SH004283,WH02,2024-03-13,Nordeste,7,3,1.63,Correios,Entregue,0
SH004284,WH12,2023-01-25,Sudeste,2,5,28.62,Jadlog,Entregue,1
SH004285,WH12,2023-01-01,Sudeste,1,7,36.09,Correios,Entregue,1
SH004286,WH08,2023-02-27,Norte,5,10,3.18,Jadlog,Entregue,1
SH004287,WH05,2024-02-24,Sul,5,7,13.51,Correios,Entregue,1
SH004288,WH02,2024-05-16,Centro-Oeste,8,10,7.69,Jadlog,Entregue,1
SH004289,WH08,2023-10-02,Sudeste,3,3,11.13,Correios,Entregue,1
SH004290,WH02,2023-07-20,Sudeste,5,5,0.62,Jadlog,Entregue,1
SH004291,WH04,2023-06-19,Nordeste,11,3,39.89,Jadlog,Entregue,0
SH004292,WH02,2023-10-24,Sul,5,7,7.66,Total Express,Em trânsito,1
SH004293,WH06,2023-01-20,Nordeste,4,5,17.77,Correios,Entregue,1
SH004294,WH03,2024-04-01,Norte,4,3,8.72,Azul Cargo,Entregue,0
SH004295,WH07,2024-05-07,Centro-Oeste,2,3,23.32,Total Express,Entregue,1
SH004296,WH06,2024-03-16,Centro-Oeste,2,10,12.02,Azul Cargo,Entregue,1
SH004297,WH01,2023-08-16,Nordeste,11,7,4.64,Jadlog,Entregue,0
SH004298,WH09,2024-06-06,Centro-Oeste,4,3,8.28,Jadlog,Em trânsito,0
SH004299,WH12,2024-05-07,Centro-Oeste,7,7,18.76,Azul Cargo,Entregue,1
SH004300,WH07,2024-01-11,Sul,3,5,3.75,Total Express,Em trânsito,1
SH004301,WH01,2023-09-18,Sudeste,12,10,18.56,Jadlog,Entregue,0
SH004302,WH04,2024-05-05,Norte,6,7,14.8,Jadlog,Entregue,1
SH004303,WH04,2023-08-18,Sul,5,5,0.1,Azul Cargo,Entregue,1
SH004304,WH06,2023-07-05,Sul,2,7,24.18,Jadlog,Em trânsito,1
SH004305,WH03,2023-08-17,Nordeste,13,5,8.83,Azul Cargo,Entregue,0
SH004306,WH02,2023-12-29,Nordeste,14,5,31.49,Correios,Entregue,0
SH004307,WH03,2023-11-27,Nordeste,6,3,0.13,Correios,Entregue,0
SH004308,WH04,2023-03-05,Norte,7,5,23.75,Jadlog,Entregue,0
SH004309,WH08,2024-01-17,Nordeste,3,7,17.64,Correios,Entregue,1
SH004310,WH11,2024-01-21,Sudeste,8,10,12.98,Jadlog,Entregue,1
SH004311,WH12,2024-03-09,Norte,4,10,10.94,Azul Cargo,Entregue,1
SH004312,WH08,2023-09-03,Centro-Oeste,14,7,10.98,Correios,Entregue,0
SH004313,WH01,2023-09-22,Norte,3,3,21.91,Jadlog,Entregue,1
SH004314,WH12,2024-03-04,Centro-Oeste,3,3,61.26,Total Express,Entregue,1
SH004315,WH09,2023-11-23,Sul,4,3,7.44,Correios,Entregue,0
SH004316,WH04,2023-04-30,Centro-Oeste,2,3,10.03,Total Express,Entregue,1
SH004317,WH04,2024-05-25,Norte,12,5,2.41,Total Express,Atrasado,0
SH004318,WH12,2024-05-30,Sudeste,2,3,5.97,Correios,Entregue,1
SH004319,WH12,2023-07-08,Sudeste,5,3,2.23,Total Express,Entregue,0
SH004320,WH04,2023-08-28,Centro-Oeste,11,10,0.13,Total Express,Atrasado,0
SH004321,WH07,2023-11-18,Norte,7,5,15.43,Jadlog,Entregue,0
SH004322,WH02,2023-03-28,Centro-Oeste,13,7,4.38,Azul Cargo,Entregue,0
SH004323,WH07,2024-01-04,Centro-Oeste,10,10,24.49,Azul Cargo,Entregue,1
SH004324,WH10,2023-11-21,Sul,5,7,8.11,Total Express,Entregue,1
SH004325,WH11,2024-02-20,Norte,9,10,19.56,Azul Cargo,Entregue,1
SH004326,WH02,2023-10-02,Centro-Oeste,2,7,6.61,Correios,Entregue,1
SH004327,WH03,2023-10-14,Nordeste,8,3,21.46,Jadlog,Entregue,0
SH004328,WH11,2023-01-04,Nordeste,8,10,23.25,Total Express,Atrasado,1
SH004329,WH11,2023-02-01,Nordeste,7,5,7.55,Correios,Entregue,0
SH004330,WH05,2023-12-19,Centro-Oeste,10,10,32.44,Total Express,Entregue,1
SH004331,WH01,2023-01-06,Norte,4,10,4.2,Correios,Entregue,1
SH004332,WH11,2023-12-20,Sul,14,7,5.62,Total Express,Entregue,0
SH004333,WH08,2023-02-20,Nordeste,7,5,7.77,Correios,Entregue,0
SH004334,WH06,2024-06-10,Centro-Oeste,6,3,16.55,Correios,Entregue,0
SH004335,WH04,2024-06-23,Centro-Oeste,10,10,6.1,Azul Cargo,Entregue,1
SH004336,WH03,2023-03-21,Norte,7,7,1.05,Jadlog,Entregue,1
SH004337,WH07,2023-01-21,Centro-Oeste,5,3,0.03,Jadlog,Entregue,0
SH004338,WH12,2023-04-07,Norte,14,3,24.74,Total Express,Entregue,0
SH004339,WH06,2024-02-13,Sul,3,3,12.26,Total Express,Extraviado,1
SH004340,WH09,2023-05-27,Sul,8,3,2.24,Azul Cargo,Entregue,0
SH004341,WH02,2024-02-08,Centro-Oeste,7,10,27.89,Correios,Atrasado,1
SH004342,WH06,2023-04-04,Sudeste,8,7,15.37,Jadlog,Entregue,0
SH004343,WH10,2024-03-01,Sul,3,5,17.39,Correios,Entregue,1
SH004344,WH01,2024-01-02,Norte,4,7,7.16,Correios,Entregue,1
SH004345,WH04,2024-01-12,Centro-Oeste,1,7,16.78,Jadlog,Entregue,1
SH004346,WH04,2024-02-08,Sudeste,6,7,11.18,Total Express,Entregue,1
SH004347,WH09,2024-02-29,Sul,14,5,15.92,Azul Cargo,Entregue,0
SH004348,WH09,2024-01-07,Norte,13,3,4.96,Jadlog,Entregue,0
SH004349,WH08,2024-02-25,Centro-Oeste,7,10,9.19,Correios,Entregue,1
SH004350,WH08,2023-06-04,Norte,8,3,0.43,Azul Cargo,Entregue,0
SH004351,WH11,2023-08-02,Centro-Oeste,9,3,2.13,Correios,Entregue,0
SH004352,WH05,2024-06-03,Sudeste,9,7,23.29,Correios,Entregue,0
SH004353,WH11,2024-02-20,Norte,2,7,12.81,Azul Cargo,Em trânsito,1
SH004354,WH03,2023-10-29,Norte,6,7,21.12,Azul Cargo,Em trânsito,1
SH004355,WH10,2024-03-05,Sul,8,5,9.88,Jadlog,Entregue,0
SH004356,WH05,2024-02-10,Norte,11,10,6.79,Azul Cargo,Entregue,0
SH004357,WH10,2024-02-04,Sul,10,7,20.26,Azul Cargo,Entregue,0
SH004358,WH07,2024-01-16,Norte,13,7,0.58,Correios,Atrasado,0
SH004359,WH08,2023-04-22,Norte,9,5,13.93,Azul Cargo,Entregue,0
SH004360,WH08,2023-01-28,Sul,4,7,11.28,Total Express,Entregue,1
SH004361,WH02,2023-04-27,Sul,8,7,0.44,Correios,Em trânsito,0
SH004362,WH07,2024-03-07,Sul,12,3,4.91,Total Express,Atrasado,0
SH004363,WH04,2024-04-08,Sudeste,7,3,8.77,Azul Cargo,Atrasado,0
SH004364,WH04,2023-08-05,Centro-Oeste,9,5,0.4,Azul Cargo,Entregue,0
SH004365,WH09,2023-07-23,Nordeste,9,10,4.42,Correios,Entregue,1
SH004366,WH07,2023-09-07,Centro-Oeste,1,5,0.18,Azul Cargo,Entregue,1
SH004367,WH12,2023-07-05,Centro-Oeste,12,10,3.81,Correios,Entregue,0
SH004368,WH05,2023-02-17,Centro-Oeste,7,3,45.52,Total Express,Entregue,0
SH004369,WH05,2023-11-03,Sudeste,7,5,7.25,Total Express,Entregue,0
SH004370,WH07,2024-04-28,Centro-Oeste,4,3,35.84,Jadlog,Entregue,0
SH004371,WH12,2023-11-01,Sudeste,2,5,19.57,Total Express,Entregue,1
SH004372,WH09,2023-02-27,Nordeste,12,3,3.65,Jadlog,Entregue,0
