transaction_id,customer_id,date,amount,category,payment_method,status
T008596,C00346,2023-06-23,135.27,Alimentação,Boleto,Concluído
T008597,C00702,2023-09-29,12.94,Eletrônicos,Pix,Concluído
T008598,C00293,2023-03-28,645.14,Alimentação,Boleto,Concluído
T008599,C01713,2023-06-25,23.06,Casa,Boleto,Reembolsado
T008600,C01988,2023-05-30,216.83,Casa,Boleto,Cancelado
T008601,C01697,2023-04-26,513.25,Alimentação,Boleto,Concluído
T008602,C01174,2023-02-18,136.56,Eletrônicos,Pix,Concluído
T008603,C01606,2022-08-16,402.52,Esporte,Pix,Concluído
T008604,C01569,2022-05-17,407.18,Esporte,Crédito,Concluído
T008605,C00796,2024-02-08,15.43,Eletrônicos,Pix,Concluído
T008606,C01880,2022-08-28,132.82,Casa,Boleto,Cancelado
T008607,C01022,2024-03-01,293.62,Alimentação,Débito,Concluído
T008608,C01284,2024-04-14,137.2,Moda,Boleto,Concluído
T008609,C01346,2023-11-03,196.96,Alimentação,Débito,Cancelado
T008610,C00077,2023-04-17,225.63,Alimentação,Boleto,Cancelado
T008611,C01134,2023-06-02,40.99,Esporte,Débito,Concluído
T008612,C00817,2023-04-06,132.75,Alimentação,Débito,Concluído
T008613,C00896,2022-11-01,7.22,Esporte,Crédito,Concluído
T008614,C00651,2023-10-17,40.52,Moda,Débito,Concluído
T008615,C00547,2022-06-30,179.49,Alimentação,Crédito,Concluído
T008616,C01447,2022-01-30,213.09,Eletrônicos,Boleto,Concluído
T008617,C00394,2024-02-04,39.52,Alimentação,Boleto,Concluído
T008618,C01259,2022-02-09,352.26,Eletrônicos,Débito,Concluído
T008619,C01354,2022-07-06,116.7,Esporte,Boleto,Concluído
T008620,C01736,2022-11-15,633.47,Alimentação,Pix,Concluído
T008621,C00325,2024-03-26,122.62,Esporte,Pix,Concluído
T008622,C00151,2022-08-15,40.57,Eletrônicos,Pix,Concluído
T008623,C01570,2024-01-02,354.67,Esporte,Boleto,Concluído
T008624,C01660,2024-06-10,209.72,Casa,Pix,Cancelado
T008625,C00879,2022-11-20,122.22,Eletrônicos,Crédito,Concluído
T008626,C01056,2024-06-21,110.0,Esporte,Boleto,Concluído
T008627,C00272,2022-02-12,40.86,Alimentação,Pix,Concluído
T008628,C00836,2023-10-18,104.2,Esporte,Boleto,Concluído
T008629,C01846,2022-10-05,7.45,Moda,Pix,Concluído
T008630,C01660,2022-11-15,174.49,Eletrônicos,Crédito,Concluído
T008631,C01948,2022-06-23,567.59,Esporte,Débito,Concluído
T008632,C00368,2024-01-29,396.59,Casa,Crédito,Concluído
T008633,C01516,2023-11-16,7.23,Moda,Débito,Concluído
T008634,C01340,2022-02-10,532.71,Eletrônicos,Pix,Concluído
T008635,C00590,2023-02-13,150.52,Moda,Crédito,Concluído
T008636,C00588,2023-07-16,52.96,Alimentação,Débito,Concluído
T008637,C00572,2022-11-19,349.0,Casa,Crédito,Reembolsado
T008638,C01621,2022-06-29,97.47,Alimentação,Boleto,Concluído
T008639,C01392,2024-05-03,73.03,Esporte,Débito,Concluído
T008640,C00080,2022-06-08,43.98,Moda,Pix,Reembolsado
T008641,C01910,2022-02-06,166.69,Alimentação,Boleto,Reembolsado
T008642,C01196,2023-02-10,24.51,Esporte,Pix,Concluído
T008643,C00258,2023-06-23,384.99,Casa,Pix,Concluído
T008644,C00279,2023-01-11,159.04,Alimentação,Boleto,Concluído
T008645,C00504,2024-06-16,148.09,Moda,Débito,Cancelado
T008646,C01757,2022-09-13,0.46,Alimentação,Boleto,Concluído
T008647,C00558,2022-10-05,425.75,Casa,Pix,Concluído
T008648,C00491,2022-09-06,169.73,Esporte,Crédito,Concluído
T008649,C01609,2023-11-24,144.91,Alimentação,Débito,Concluído
T008650,C00566,2022-01-17,358.23,Alimentação,Crédito,Concluído
T008651,C01863,2023-01-03,16.24,Eletrônicos,Débito,Concluído
T008652,C01757,2022-05-05,114.2,Esporte,Débito,Concluído
T008653,C01917,2022-11-08,214.35,Eletrônicos,Crédito,Concluído
T008654,C01361,2022-07-31,154.31,Eletrônicos,Pix,Concluído
T008655,C00521,2023-04-17,50.11,Casa,Boleto,Concluído
T008656,C00326,2024-01-19,88.91,Casa,Crédito,Concluído
T008657,C01196,2023-02-19,89.24,Moda,Pix,Concluído
T008658,C00084,2023-05-15,1206.17,Esporte,Crédito,Concluído
T008659,C01866,2024-03-21,98.7,Esporte,Boleto,Concluído
T008660,C00841,2023-12-13,57.41,Casa,Boleto,Cancelado
T008661,C01548,2024-06-07,432.39,Casa,Débito,Concluído
T008662,C01505,2022-06-30,136.69,Eletrônicos,Crédito,Concluído
T008663,C01568,2023-01-24,146.69,Casa,Crédito,Concluído
T008664,C01442,2023-10-04,199.01,Alimentação,Débito,Concluído
T008665,C01363,2023-09-25,226.39,Esporte,Pix,Concluído
T008666,C01825,2022-07-06,223.24,Moda,Pix,Concluído
T008667,C00320,2024-06-18,8.78,Eletrônicos,Débito,Concluído
T008668,C00304,2024-01-09,427.1,Alimentação,Pix,Concluído
T008669,C01296,2023-11-05,54.18,Casa,Pix,Concluído
T008670,C00690,2023-09-16,86.45,Moda,Pix,Concluído
T008671,C01138,2023-04-13,47.62,Casa,Débito,Concluído
T008672,C00407,2023-04-02,364.26,Alimentação,Boleto,Concluído
T008673,C01050,2022-05-14,219.06,Moda,Débito,Cancelado
T008674,C01261,2023-11-29,351.93,Casa,Crédito,Concluído
T008675,C01334,2022-06-24,264.89,Alimentação,Crédito,Concluído
T008676,C00684,2022-09-18,27.5,Alimentação,Crédito,Concluído
T008677,C00233,2022-11-13,89.7,Moda,Pix,Concluído
T008678,C01022,2024-04-03,176.95,Alimentação,Crédito,Concluído
T008679,C00549,2024-05-19,90.94,Casa,Pix,Concluído
T008680,C01289,2024-06-05,58.08,Moda,Pix,Concluído
T008681,C01037,2022-09-26,509.69,Eletrônicos,Pix,Concluído
T008682,C00496,2024-03-04,344.37,Alimentação,Crédito,Concluído
T008683,C01340,2023-04-15,105.86,Casa,Crédito,Concluído
T008684,C00618,2022-08-12,362.06,Moda,Crédito,Concluído
T008685,C01662,2022-09-09,246.91,Eletrônicos,Pix,Concluído
T008686,C00848,2022-03-05,0.95,Eletrônicos,Pix,Reembolsado
T008687,C01006,2024-06-25,119.61,Esporte,Boleto,Concluído
T008688,C00384,2024-04-09,85.79,Esporte,Boleto,Concluído
T008689,C01017,2023-04-09,61.45,Moda,Débito,Concluído
T008690,C00642,2022-05-04,72.45,Alimentação,Débito,Concluído
T008691,C00316,2023-08-05,713.41,Casa,Pix,Concluído
T008692,C00256,2022-08-26,166.54,Alimentação,Débito,Concluído
T008693,C00441,2022-03-16,470.49,Casa,Boleto,Concluído
T008694,C01139,2023-03-18,60.27,Casa,Boleto,Concluído
T008695,C00299,2023-05-15,47.91,Esporte,Pix,Concluído
T008696,C00915,2023-06-06,549.08,Esporte,Débito,Concluído
T008697,C01148,2024-06-30,171.15,Alimentação,Pix,Reembolsado
T008698,C00256,2022-09-25,563.81,Moda,Débito,Concluído
T008699,C00651,2023-05-02,16.28,Casa,Pix,Concluído
T008700,C01742,2023-08-23,620.53,Esporte,Boleto,Concluído
T008701,C00047,2022-02-19,134.23,Moda,Crédito,Concluído
T008702,C01753,2023-10-17,42.21,Esporte,Débito,Concluído
T008703,C01855,2022-02-28,287.52,Casa,Pix,Concluído
T008704,C00903,2023-03-30,398.52,Eletrônicos,Boleto,Concluído
T008705,C00463,2024-04-09,12.13,Esporte,Boleto,Concluído
T008706,C01374,2023-12-24,1089.5,Moda,Boleto,Concluído
T008707,C01147,2022-03-13,298.53,Alimentação,Crédito,Concluído
T008708,C00031,2024-01-26,96.93,Alimentação,Pix,Concluído
T008709,C00055,2024-01-21,41.01,Casa,Crédito,Concluído
T008710,C00153,2022-07-09,124.61,Eletrônicos,Pix,Concluído
T008711,C00456,2023-07-16,62.3,Esporte,Boleto,Concluído
T008712,C00286,2023-12-18,170.38,Esporte,Pix,Concluído
T008713,C00036,2023-07-20,380.69,Eletrônicos,Boleto,Concluído
T008714,C00818,2024-04-01,269.8,Casa,Pix,Concluído
T008715,C01934,2024-01-06,143.15,Casa,Débito,Cancelado
T008716,C01821,2022-06-05,31.66,Moda,Crédito,Concluído
T008717,C01947,2024-05-21,787.55,Moda,Crédito,Concluído
T008718,C01909,2023-07-17,78.8,Moda,Crédito,Concluído
T008719,C00256,2024-01-23,81.38,Casa,Débito,Concluído
T008720,C00178,2024-04-21,259.26,Esporte,Débito,Concluído
T008721,C01572,2023-11-04,367.97,Alimentação,Boleto,Concluído
T008722,C01278,2023-10-03,1036.19,Casa,Boleto,Concluído
T008723,C00508,2022-03-26,869.77,Eletrônicos,Crédito,Concluído
T008724,C01698,2022-03-10,612.66,Alimentação,Débito,Concluído
T008725,C00021,2023-01-20,142.87,Casa,Débito,Concluído
T008726,C01830,2023-01-08,45.58,Casa,Crédito,Concluído
T008727,C00075,2022-02-24,219.55,Moda,Pix,Concluído
T008728,C00719,2022-03-26,4.35,Esporte,Boleto,Reembolsado
T008729,C00460,2024-05-06,54.62,Esporte,Boleto,Concluído
T008730,C01202,2024-04-20,0.63,Alimentação,Pix,Concluído
T008731,C01406,2023-08-15,49.78,Casa,Crédito,Concluído
T008732,C01061,2024-01-02,160.97,Moda,Débito,Concluído
T008733,C01995,2023-09-14,124.94,Eletrônicos,Boleto,Concluído
T008734,C01144,2024-02-04,115.23,Casa,Débito,Concluído
T008735,C01939,2022-11-13,444.39,Moda,Crédito,Concluído
T008736,C00630,2022-06-13,280.98,Eletrônicos,Crédito,Concluído
T008737,C00001,2023-09-07,688.91,Eletrônicos,Boleto,Concluído
T008738,C01745,2023-09-17,147.35,Alimentação,Crédito,Concluído
T008739,C00936,2022-09-09,79.44,Esporte,Crédito,Cancelado
T008740,C00311,2022-06-01,32.72,Esporte,Débito,Concluído
T008741,C01232,2022-12-02,278.71,Alimentação,Pix,Concluído
T008742,C01178,2024-06-28,460.88,Casa,Crédito,Concluído
T008743,C00762,2023-01-03,50.76,Moda,Boleto,Concluído
T008744,C00683,2024-02-02,527.48,Esporte,Boleto,Concluído
T008745,C00315,2024-05-15,186.78,Alimentação,Débito,Concluído
T008746,C00307,2023-08-23,38.89,Esporte,Crédito,Concluído
T008747,C01528,2022-04-10,257.41,Esporte,Pix,Concluído
T008748,C00619,2022-04-30,183.52,Esporte,Crédito,Cancelado
T008749,C01679,2023-01-20,7.15,Casa,Boleto,Concluído
T008750,C01544,2022-10-30,127.39,Alimentação,Débito,Cancelado
T008751,C01630,2023-12-17,384.03,Esporte,Crédito,Concluído
T008752,C01934,2022-05-29,202.66,Esporte,Pix,Concluído
T008753,C01121,2022-07-20,82.84,Alimentação,Débito,Concluído
T008754,C01514,2024-03-17,660.01,Eletrônicos,Débito,Concluído
T008755,C00007,2022-01-03,67.88,Casa,Boleto,Cancelado
T008756,C01810,2023-02-04,72.83,Casa,Boleto,Concluído
T008757,C01036,2022-03-09,109.49,Moda,Pix,Concluído
T008758,C00514,2022-06-03,562.35,Moda,Boleto,Concluído
T008759,C01970,2023-05-09,177.13,Eletrônicos,Crédito,Concluído
T008760,C00349,2022-07-01,286.57,Moda,Crédito,Concluído
T008761,C00917,2023-06-09,935.19,Esporte,Débito,Concluído
T008762,C01031,2022-07-08,382.31,Esporte,Pix,Concluído
T008763,C00500,2022-01-20,47.37,Moda,Boleto,Cancelado
T008764,C00475,2024-04-30,388.21,Casa,Débito,Concluído
T008765,C00524,2022-10-10,344.92,Eletrônicos,Débito,Concluído
T008766,C01876,2024-06-16,66.19,Esporte,Pix,Concluído
T008767,C01081,2022-01-10,98.39,Eletrônicos,Boleto,Concluído
T008768,C00590,2023-12-01,309.58,Moda,Pix,Concluído
T008769,C01610,2024-05-06,68.08,Alimentação,Pix,Concluído
T008770,C00233,2023-06-15,58.36,Eletrônicos,Boleto,Concluído
T008771,C00791,2023-10-17,303.9,Eletrônicos,Crédito,Concluído
T008772,C01054,2023-09-07,531.31,Moda,Débito,Concluído
T008773,C00367,2022-10-30,19.49,Moda,Débito,Concluído
T008774,C01850,2022-08-29,147.61,Esporte,Crédito,Concluído
T008775,C01631,2022-06-01,233.6,Alimentação,Pix,Concluído
T008776,C01844,2024-02-23,281.97,Alimentação,Crédito,Concluído
T008777,C00056,2022-12-03,1392.92,Eletrônicos,Débito,Concluído
T008778,C00010,2022-07-07,286.97,Alimentação,Boleto,Concluído
T008779,C01939,2023-04-09,242.0,Moda,Boleto,Concluído
T008780,C00147,2023-12-23,1144.73,Moda,Crédito,Concluído
T008781,C00364,2022-06-26,15.65,Moda,Débito,Concluído
T008782,C01623,2024-06-18,19.34,Eletrônicos,Crédito,Concluído
T008783,C00253,2023-12-07,205.63,Casa,Crédito,Cancelado
T008784,C01723,2022-06-26,111.05,Moda,Débito,Concluído
T008785,C00940,2024-05-30,25.42,Alimentação,Boleto,Concluído
T008786,C01769,2023-02-19,91.48,Alimentação,Débito,Concluído
T008787,C01277,2023-08-01,280.49,Moda,Crédito,Concluído
T008788,C01467,2022-11-06,531.35,Casa,Crédito,Concluído
T008789,C00736,2022-01-02,24.77,Eletrônicos,Boleto,Concluído
T008790,C00340,2022-11-13,194.21,Moda,Crédito,Cancelado
T008791,C01540,2024-02-22,87.79,Eletrônicos,Crédito,Concluído
T008792,C01377,2023-05-24,275.15,Casa,Boleto,Concluído
T008793,C00624,2023-07-26,199.32,Moda,Débito,Concluído
T008794,C00705,2023-01-03,653.34,Moda,Pix,Cancelado
T008795,C01677,2023-07-09,9.6,Moda,Débito,Concluído
T008796,C00323,2023-08-28,158.74,Esporte,Pix,Concluído
T008797,C01164,2022-08-14,53.53,Moda,Débito,Concluído
T008798,C00861,2023-04-25,192.39,Moda,Boleto,Concluído
T008799,C01975,2024-03-08,480.32,Casa,Boleto,Concluído
T008800,C01469,2022-03-04,605.67,Casa,Boleto,Concluído
T008801,C00095,2022-10-07,126.97,Esporte,Pix,Concluído
T008802,C00553,2022-01-14,417.54,Moda,Débito,Concluído
T008803,C01444,2022-01-28,82.3,Alimentação,Boleto,Concluído
T008804,C01538,2022-05-22,1.58,Eletrônicos,Pix,Concluído
T008805,C00790,2023-09-12,483.17,Moda,Boleto,Concluído
T008806,C01174,2024-03-12,31.79,Esporte,Crédito,Cancelado
T008807,C00553,2023-08-13,4.44,Alimentação,Crédito,Concluído
T008808,C01375,2024-01-29,109.16,Casa,Boleto,Concluído
T008809,C00116,2023-04-18,119.26,Eletrônicos,Pix,Concluído
T008810,C00632,2023-06-08,20.09,Esporte,Crédito,Concluído
T008811,C01261,2022-07-03,420.75,Casa,Boleto,Concluído
T008812,C00270,2022-11-13,130.05,Moda,Boleto,Concluído
T008813,C00861,2022-12-27,168.3,Esporte,Pix,Concluído
T008814,C00291,2023-03-21,76.84,Moda,Pix,Concluído
T008815,C01458,2022-10-23,179.11,Esporte,Crédito,Concluído
T008816,C00009,2023-02-08,363.89,Esporte,Boleto,Concluído
T008817,C01775,2024-01-22,591.6,Moda,Crédito,Concluído
T008818,C00630,2022-09-20,881.09,Esporte,Débito,Concluído
T008819,C00864,2024-04-26,139.1,Casa,Boleto,Cancelado
T008820,C01851,2023-01-12,1152.14,Casa,Pix,Concluído
T008821,C01848,2023-08-08,87.37,Eletrônicos,Débito,Concluído
T008822,C00475,2022-03-09,1.75,Eletrônicos,Pix,Concluído
T008823,C01546,2024-03-09,364.84,Esporte,Pix,Concluído
T008824,C00537,2023-04-16,49.14,Casa,Débito,Concluído
T008825,C00685,2024-04-17,13.47,Moda,Crédito,Concluído
T008826,C01761,2024-01-02,644.28,Esporte,Débito,Concluído
T008827,C01035,2022-02-16,392.33,Moda,Boleto,Concluído
T008828,C00613,2022-02-27,27.08,Alimentação,Crédito,Concluído
T008829,C00777,2022-01-24,375.05,Eletrônicos,Crédito,Cancelado
T008830,C01927,2022-10-17,464.47,Esporte,Boleto,Concluído
T008831,C01351,2024-04-10,589.26,Esporte,Boleto,Concluído
T008832,C01954,2023-03-20,196.15,Moda,Pix,Concluído
T008833,C00595,2023-02-07,303.85,Eletrônicos,Débito,Concluído
T008834,C00276,2022-01-24,359.12,Moda,Boleto,Concluído
T008835,C00370,2022-03-05,291.7,Moda,Débito,Concluído
T008836,C01514,2024-02-06,260.2,Eletrônicos,Crédito,Concluído
T008837,C00345,2023-10-22,198.27,Alimentação,Boleto,Concluído
T008838,C01797,2023-09-20,163.1,Casa,Crédito,Concluído
T008839,C00368,2023-09-02,1388.3,Casa,Pix,Concluído
T008840,C01757,2022-08-27,102.96,Alimentação,Pix,Concluído
T008841,C01335,2022-10-10,23.1,Eletrônicos,Boleto,Cancelado
T008842,C00731,2023-03-18,362.08,Esporte,Boleto,Concluído
T008843,C01625,2022-10-27,60.14,Eletrônicos,Boleto,Cancelado
T008844,C01509,2022-04-03,190.19,Moda,Crédito,Reembolsado
T008845,C00015,2023-07-31,25.18,Eletrônicos,Boleto,Concluído
T008846,C00758,2023-01-10,241.43,Casa,Pix,Concluído
T008847,C00688,2023-11-17,720.63,Esporte,Boleto,Concluído
T008848,C00004,2022-11-06,320.67,Alimentação,Boleto,Concluído
T008849,C01870,2024-06-06,60.37,Eletrônicos,Crédito,Concluído
T008850,C01400,2024-01-17,886.31,Esporte,Débito,Concluído
T008851,C01393,2022-06-16,91.71,Esporte,Pix,Concluído
T008852,C01489,2024-01-19,143.45,Casa,Débito,Concluído
T008853,C00533,2022-01-07,172.35,Moda,Crédito,Concluído
T008854,C01744,2024-04-01,1169.94,Esporte,Boleto,Concluído
T008855,C00986,2022-02-12,17.84,Esporte,Boleto,Concluído
T008856,C01161,2024-02-27,298.28,Eletrônicos,Pix,Concluído
T008857,C00834,2022-12-06,112.33,Alimentação,Boleto,Concluído
T008858,C00363,2022-06-02,20.39,Eletrônicos,Crédito,Concluído
T008859,C01999,2022-02-12,683.46,Casa,Débito,Concluído
T008860,C01955,2023-12-26,222.81,Esporte,Pix,Concluído
T008861,C01240,2022-07-20,350.12,Moda,Boleto,Concluído
T008862,C01392,2024-06-13,68.74,Esporte,Boleto,Concluído
T008863,C00117,2023-10-29,358.39,Moda,Débito,Concluído
T008864,C01203,2024-01-02,440.76,Moda,Débito,Cancelado
T008865,C01270,2023-10-27,140.89,Moda,Boleto,Concluído
T008866,C00128,2023-07-02,212.13,Alimentação,Boleto,Concluído
T008867,C01382,2022-08-14,892.75,Eletrônicos,Crédito,Concluído
T008868,C00078,2024-04-13,468.89,Casa,Débito,Concluído
T008869,C00741,2023-09-25,147.13,Alimentação,Débito,Concluído
T008870,C01317,2023-06-05,273.09,Alimentação,Débito,Concluído
T008871,C00774,2022-12-05,383.39,Moda,Crédito,Concluído
T008872,C00082,2022-12-01,6.16,Alimentação,Débito,Concluído
T008873,C00342,2022-06-30,221.91,Casa,Crédito,Concluído
T008874,C01362,2023-06-17,1042.19,Casa,Pix,Concluído
T008875,C00819,2022-09-29,735.22,Esporte,Pix,Concluído
T008876,C00578,2022-07-13,446.6,Alimentação,Crédito,Concluído
T008877,C00096,2023-06-22,28.07,Esporte,Pix,Concluído
T008878,C01169,2024-03-07,1280.73,Casa,Débito,Cancelado
T008879,C00577,2023-04-26,235.11,Alimentação,Débito,Cancelado
T008880,C00521,2022-04-08,63.05,Moda,Crédito,Concluído
T008881,C01421,2023-03-06,280.42,Moda,Boleto,Concluído
T008882,C00996,2023-05-27,485.4,Alimentação,Débito,Concluído
T008883,C00357,2024-01-01,29.79,Esporte,Boleto,Concluído
T008884,C00186,2022-11-23,620.54,Esporte,Boleto,Concluído
T008885,C01694,2024-06-29,632.07,Moda,Boleto,Concluído
T008886,C00543,2024-02-24,3.39,Esporte,Pix,Cancelado
T008887,C00151,2024-06-23,576.45,Moda,Pix,Concluído
T008888,C01343,2024-03-10,733.51,Eletrônicos,Crédito,Concluído
T008889,C01778,2023-08-01,9.61,Moda,Pix,Cancelado
T008890,C01692,2024-04-06,87.09,Eletrônicos,Boleto,Concluído
T008891,C01083,2023-02-20,116.75,Alimentação,Boleto,Concluído
T008892,C00010,2022-04-21,107.27,Eletrônicos,Pix,Cancelado
T008893,C00857,2022-07-31,355.74,Casa,Pix,Concluído
T008894,C01148,2023-11-14,110.83,Esporte,Boleto,Concluído
T008895,C00356,2024-04-30,784.2,Eletrônicos,Crédito,Concluído
T008896,C01370,2024-05-27,1324.21,Casa,Boleto,Cancelado
T008897,C00794,2023-07-25,95.25,Casa,Crédito,Concluído
T008898,C00237,2022-01-30,177.73,Esporte,Débito,Concluído
T008899,C00333,2022-09-24,203.95,Moda,Boleto,Concluído
T008900,C00017,2024-06-05,216.52,Casa,Pix,Concluído
T008901,C01448,2023-10-28,117.18,Eletrônicos,Pix,Concluído
T008902,C00324,2022-12-16,45.38,Esporte,Boleto,Concluído
T008903,C00023,2023-05-29,14.03,Eletrônicos,Crédito,Reembolsado
T008904,C00931,2023-11-12,28.11,Moda,Pix,Concluído
T008905,C00459,2022-08-02,578.9,Esporte,Débito,Concluído
T008906,C01484,2022-09-08,82.26,Casa,Pix,Concluído
T008907,C00521,2023-06-27,19.98,Eletrônicos,Crédito,Concluído
T008908,C00719,2022-11-15,244.23,Eletrônicos,Boleto,Concluído
T008909,C00557,2022-07-02,19.57,Casa,Pix,Concluído
T008910,C01445,2024-06-03,18.16,Casa,Boleto,Cancelado
T008911,C01989,2022-07-08,242.93,Moda,Boleto,Concluído
T008912,C00403,2023-12-26,223.75,Moda,Débito,Concluído
T008913,C01355,2022-05-07,10.59,Casa,Débito,Concluído
T008914,C00457,2024-03-14,154.27,Esporte,Boleto,Concluído
T008915,C01507,2022-10-23,143.07,Casa,Crédito,Concluído
T008916,C01522,2022-01-23,197.79,Casa,Débito,Concluído
T008917,C01051,2023-06-14,334.7,Alimentação,Pix,Concluído
T008918,C00397,2022-03-20,83.1,Esporte,Débito,Concluído
T008919,C01977,2023-06-30,141.75,Esporte,Boleto,Concluído
T008920,C01212,2023-04-15,393.45,Moda,Débito,Cancelado
T008921,C00140,2023-09-11,639.55,Moda,Crédito,Concluído
T008922,C00521,2022-11-01,554.84,Moda,Débito,Concluído
T008923,C00746,2023-03-24,162.35,Eletrônicos,Crédito,Concluído
T008924,C00092,2022-07-18,183.94,Esporte,Pix,Concluído
T008925,C00077,2022-07-10,188.28,Alimentação,Débito,Concluído
T008926,C00852,2022-08-20,507.6,Moda,Pix,Concluído
T008927,C01268,2023-07-28,458.05,Moda,Boleto,Reembolsado
T008928,C00845,2023-07-08,93.32,Moda,Pix,Concluído
T008929,C00667,2022-01-24,44.44,Moda,Débito,Cancelado
T008930,C01754,2023-11-06,119.1,Moda,Débito,Cancelado
T008931,C00959,2023-04-06,85.06,Eletrônicos,Crédito,Concluído
T008932,C00989,2022-07-02,752.87,Alimentação,Débito,Concluído
T008933,C00797,2023-03-09,77.28,Esporte,Boleto,Concluído
T008934,C01686,2024-04-24,49.98,Alimentação,Crédito,Concluído
T008935,C01865,2023-08-30,574.35,Casa,Débito,Concluído
T008936,C00088,2022-03-24,22.61,Esporte,Débito,Concluído
T008937,C01642,2022-04-03,75.37,Moda,Débito,Concluído
T008938,C00915,2022-10-05,144.56,Casa,Débito,Cancelado
T008939,C01318,2023-09-09,226.03,Casa,Boleto,Concluído
T008940,C00095,2022-03-26,99.25,Casa,Débito,Concluído
T008941,C01277,2023-07-27,171.41,Casa,Crédito,Concluído
T008942,C00551,2022-07-27,55.42,Moda,Débito,Concluído
T008943,C00399,2023-11-01,213.49,Casa,Crédito,Cancelado
T008944,C00767,2023-08-04,130.98,Alimentação,Crédito,Concluído
T008945,C01078,2023-03-20,473.05,Moda,Débito,Concluído
T008946,C01952,2024-02-13,134.35,Casa,Boleto,Concluído
T008947,C00243,2024-05-02,146.66,Casa,Débito,Reembolsado
T008948,C01134,2024-01-16,224.23,Alimentação,Débito,Concluído
T008949,C01790,2023-01-05,32.86,Eletrônicos,Crédito,Concluído
T008950,C00624,2023-10-13,42.64,Eletrônicos,Pix,Concluído
T008951,C01710,2024-03-02,390.45,Alimentação,Pix,Concluído
T008952,C00701,2023-04-21,79.85,Eletrônicos,Boleto,Concluído
T008953,C01245,2023-05-19,288.56,Esporte,Crédito,Concluído
T008954,C01785,2024-04-26,25.63,Esporte,Boleto,Concluído
T008955,C00564,2022-08-19,431.28,Esporte,Débito,Concluído
T008956,C00162,2024-05-27,1110.51,Eletrônicos,Débito,Cancelado
T008957,C01993,2022-12-26,116.98,Esporte,Boleto,Cancelado
T008958,C00035,2023-07-17,176.07,Esporte,Crédito,Concluído
T008959,C00966,2024-01-21,146.17,Eletrônicos,Débito,Concluído
T008960,C00037,2022-01-19,561.52,Alimentação,Crédito,Concluído
T008961,C00846,2023-11-21,2.5,Moda,Débito,Concluído
T008962,C00829,2022-07-28,264.94,Esporte,Débito,Concluído
T008963,C00623,2024-06-17,264.15,Eletrônicos,Boleto,Concluído
T008964,C01394,2022-05-11,120.47,Moda,Boleto,Concluído
T008965,C01201,2024-01-13,61.9,Moda,Crédito,Concluído
T008966,C00521,2023-01-19,68.5,Casa,Pix,Concluído
T008967,C01299,2022-04-02,402.94,Moda,Pix,Concluído
T008968,C01657,2023-06-27,17.1,Esporte,Pix,Concluído
T008969,C00105,2022-12-28,207.43,Alimentação,Débito,Concluído
T008970,C00156,2024-01-31,91.62,Esporte,Pix,Concluído
T008971,C00336,2022-05-04,77.06,Casa,Boleto,Concluído
T008972,C01050,2024-05-30,176.17,Moda,Pix,Concluído
T008973,C01958,2023-10-10,570.36,Casa,Pix,Concluído
T008974,C00296,2022-09-30,240.64,Esporte,Pix,Concluído
T008975,C01561,2022-12-21,388.51,Esporte,Pix,Concluído
T008976,C01379,2022-04-10,229.5,Esporte,Pix,Cancelado
T008977,C00886,2024-01-01,299.1,Alimentação,Crédito,Concluído
T008978,C00069,2023-09-08,141.59,Esporte,Boleto,Cancelado
T008979,C01351,2022-10-28,650.86,Esporte,Pix,Reembolsado
T008980,C00151,2023-09-01,174.26,Moda,Débito,Cancelado
T008981,C00857,2024-04-07,200.61,Alimentação,Crédito,Reembolsado
T008982,C00577,2024-05-31,186.09,Moda,Débito,Concluído
T008983,C00662,2022-07-22,95.02,Casa,Boleto,Cancelado
T008984,C01344,2022-01-21,65.74,Eletrônicos,Pix,Concluído
T008985,C00757,2022-07-17,19.18,Moda,Boleto,Concluído
T008986,C00452,2022-04-22,316.62,Alimentação,Pix,Reembolsado
T008987,C00570,2022-05-29,85.37,Moda,Pix,Concluído
T008988,C01692,2023-01-16,123.25,Eletrônicos,Débito,Reembolsado
T008989,C01136,2024-01-25,631.21,Moda,Boleto,Concluído
T008990,C00635,2022-07-02,208.94,Eletrônicos,Pix,Concluído
T008991,C01486,2024-03-06,25.53,Alimentação,Boleto,Concluído
T008992,C01889,2022-12-03,401.87,Moda,Pix,Concluído
T008993,C01988,2022-12-04,73.97,Alimentação,Boleto,Concluído
T008994,C00362,2024-03-24,201.13,Alimentação,Boleto,Concluído
T008995,C00203,2022-10-27,178.33,Casa,Pix,Reembolsado
T008996,C00487,2023-08-24,67.98,Casa,Boleto,Concluído
T008997,C01504,2022-08-10,30.76,Moda,Pix,Concluído
T008998,C00004,2024-01-30,59.33,Moda,Pix,Concluído
T008999,C01153,2023-02-13,25.6,Alimentação,Pix,Concluído
T009000,C01050,2023-11-20,80.61,Casa,Crédito,Reembolsado
T009001,C00801,2022-04-28,1478.4,Moda,Pix,Concluído
T009002,C00977,2022-06-23,128.58,Moda,Boleto,Concluído
T009003,C00027,2022-08-07,498.57,Moda,Crédito,Cancelado
T009004,C01066,2023-01-11,199.17,Casa,Pix,Reembolsado
T009005,C00965,2023-12-31,274.59,Moda,Boleto,Concluído
T009006,C01607,2022-11-15,42.5,Alimentação,Boleto,Concluído
